,entity,country,period_start_date,payment_category,count,amount_reported_cad
1848,Cnooc Limited,Canada,1/1/18,Fees,31,16089876.0
1849,Cnooc Limited,Canada,1/1/18,Production Entitlements,2,798746.0
1850,Cnooc Limited,Canada,1/1/18,Royalties,3,41011544.0
1851,Cnooc Limited,Canada,1/1/18,Taxes,9,26336816.0
1852,Cnooc Limited,Canada,1/1/19,Fees,13,62750000.0
1853,Cnooc Limited,Canada,1/1/19,Royalties,4,246020000.0
1854,Cnooc Limited,Canada,1/1/19,Taxes,6,132940000.0
1855,Cnooc Limited,China,1/1/16,Fees,9,55860162.61
1856,Cnooc Limited,China,1/1/16,Production Entitlements,4,337361647.87
1857,Cnooc Limited,China,1/1/16,Royalties,3,249788875.2
1858,Cnooc Limited,China,1/1/16,Taxes,7,4493165338.05
1859,Cnooc Limited,China,1/1/17,Fees,9,64395762.0
1860,Cnooc Limited,China,1/1/17,Production Entitlements,4,457528412.0
1861,Cnooc Limited,China,1/1/17,Royalties,3,306987326.0
1862,Cnooc Limited,China,1/1/17,Taxes,7,6822596706.0
1863,Cnooc Limited,China,1/1/18,Fees,7,29222608.0
1864,Cnooc Limited,China,1/1/18,Production Entitlements,4,476484692.0
1865,Cnooc Limited,China,1/1/18,Royalties,3,272770768.0
1866,Cnooc Limited,China,1/1/18,Taxes,8,7819818476.0
1867,Cnooc Limited,China,1/1/19,Fees,9,792630000.0
1868,Cnooc Limited,China,1/1/19,Production Entitlements,4,2134880000.0
1869,Cnooc Limited,China,1/1/19,Royalties,3,1384120000.0
1870,Cnooc Limited,China,1/1/19,Taxes,8,53218440000.0
1871,Cnooc Limited,Colombia,1/1/16,Production Entitlements,2,1669070.5
1872,Cnooc Limited,Colombia,1/1/16,Taxes,2,1147540.52
1873,Cnooc Limited,Colombia,1/1/17,Fees,2,537880.0
1874,Cnooc Limited,Colombia,1/1/17,Production Entitlements,2,2289832.0
1875,Cnooc Limited,Colombia,1/1/17,Taxes,2,1667428.0
1876,Cnooc Limited,Colombia,1/1/18,Production Entitlements,2,3036424.0
1877,Cnooc Limited,Colombia,1/1/18,Taxes,2,2037496.0
1878,Cnooc Limited,Colombia,1/1/19,Production Entitlements,2,11420000.0
1879,Cnooc Limited,Colombia,1/1/19,Taxes,2,9560000.0
1880,Cnooc Limited,Congo  Republic Of The,1/1/16,Royalties,2,4692.16
1881,Cnooc Limited,Congo  Republic Of The,1/1/17,Fees,3,2212992.0
1882,Cnooc Limited,Congo  Republic Of The,1/1/17,Royalties,2,3842.0
1883,Cnooc Limited,Congo  Republic Of The,1/1/18,Fees,3,812620.0
1884,Cnooc Limited,Congo  Republic Of The,1/1/18,Royalties,2,3964.0
1885,Cnooc Limited,Congo  Republic Of The,1/1/18,Taxes,2,95136.0
1886,Cnooc Limited,Congo  Republic Of The,1/1/19,Fees,3,4240000.0
1887,Cnooc Limited,Congo  Republic Of The,1/1/19,Taxes,2,240000.0
1888,Cnooc Limited,Equatorial Guinea,1/1/17,Fees,2,833714.0
1889,Cnooc Limited,Equatorial Guinea,1/1/18,Fees,4,769016.0
1890,Cnooc Limited,Gabon,1/1/16,Royalties,2,2564859.04
1891,Cnooc Limited,Gabon,1/1/17,Royalties,2,453356.0
1892,Cnooc Limited,Gabon,1/1/19,Fees,2,1500000.0
1893,Cnooc Limited,Ghana,1/1/18,Fees,2,27748.0
1894,Cnooc Limited,Ghana,1/1/19,Fees,3,3720000.0
1895,Cnooc Limited,Guyana,1/1/16,Bonuses,2,11541865.68
1896,Cnooc Limited,Guyana,1/1/16,Fees,2,1016325.4
1897,Cnooc Limited,Guyana,1/1/17,Fees,2,845240.0
1898,Cnooc Limited,Guyana,1/1/18,Fees,2,852260.0
1899,Cnooc Limited,Guyana,1/1/19,Fees,4,1200000.0
1900,Cnooc Limited,Guyana,1/1/19,Taxes,2,820000.0
1901,Cnooc Limited,Iceland,1/1/16,Royalties,2,1388130.6
1902,Cnooc Limited,Iceland,1/1/17,Royalties,2,1582904.0
1903,Cnooc Limited,Indonesia,1/1/16,Taxes,4,224855364.81
1904,Cnooc Limited,Indonesia,1/1/17,Taxes,3,232975038.0
1905,Cnooc Limited,Indonesia,1/1/18,Taxes,3,344542952.0
1906,Cnooc Limited,Indonesia,1/1/19,Bonuses,2,9340000.0
1907,Cnooc Limited,Indonesia,1/1/19,Taxes,2,1167820000.0
1908,Cnooc Limited,Iraq,1/1/19,Taxes,2,654220000.0
1909,Cnooc Limited,Ireland,1/1/16,Bonuses,2,4308.66
1910,Cnooc Limited,Ireland,1/1/16,Fees,3,590832.66
1911,Cnooc Limited,Ireland,1/1/17,Fees,4,829872.0
1912,Cnooc Limited,Ireland,1/1/18,Fees,3,761088.0
1913,Cnooc Limited,Ireland,1/1/19,Fees,3,2740000.0
1914,Cnooc Limited,Mexico,1/1/17,Fees,2,5336538.0
1915,Cnooc Limited,Mexico,1/1/17,Taxes,2,6973230.0
1916,Cnooc Limited,Mexico,1/1/18,Fees,2,7523672.0
1917,Cnooc Limited,Mexico,1/1/18,Taxes,2,9929820.0
1918,Cnooc Limited,Mexico,1/1/19,Fees,2,44440000.0
1919,Cnooc Limited,Mexico,1/1/19,Royalties,2,94820000.0
1920,Cnooc Limited,Mexico,1/1/19,Taxes,2,3420000.0
1921,Cnooc Limited,New Zealand,1/1/16,Royalties,2,39214.38
1922,Cnooc Limited,Nigeria,1/1/16,Fees,6,128773513.92
1923,Cnooc Limited,Nigeria,1/1/16,Royalties,4,60741444.940000005
1924,Cnooc Limited,Nigeria,1/1/16,Taxes,3,19085767.77
1925,Cnooc Limited,Nigeria,1/1/17,Fees,8,110280768.0
1926,Cnooc Limited,Nigeria,1/1/17,Infrastructure Improvement Payments,2,534038.0
1927,Cnooc Limited,Nigeria,1/1/17,Royalties,2,85538288.0
1928,Cnooc Limited,Nigeria,1/1/17,Taxes,3,29068572.0
1929,Cnooc Limited,Nigeria,1/1/18,Fees,6,82720752.0
1930,Cnooc Limited,Nigeria,1/1/18,Infrastructure Improvement Payments,3,273516.0
1931,Cnooc Limited,Nigeria,1/1/18,Royalties,2,140206680.0
1932,Cnooc Limited,Nigeria,1/1/18,Taxes,3,46335196.0
1933,Cnooc Limited,Nigeria,1/1/19,Fees,6,260980000.0
1934,Cnooc Limited,Nigeria,1/1/19,Royalties,2,1066440000.0
1935,Cnooc Limited,Nigeria,1/1/19,Taxes,3,624460000.0
1936,Cnooc Limited,Senegal,1/1/17,Fees,3,5885944.0
1937,Cnooc Limited,Senegal,1/1/18,Fees,2,1916594.0
1938,Cnooc Limited,Senegal,1/1/19,Fees,2,460000.0
1939,Cnooc Limited,Trinidad And Tobago,1/1/16,Fees,2,1961592.54
1940,Cnooc Limited,Trinidad And Tobago,1/1/17,Fees,2,995078.0
1941,Cnooc Limited,Trinidad And Tobago,1/1/18,Fees,2,1046496.0
1942,Cnooc Limited,Trinidad And Tobago,1/1/19,Fees,2,3340000.0
1943,Cnooc Limited,Uganda,1/1/16,Fees,2,441155.84
1944,Cnooc Limited,Uganda,1/1/17,Fees,2,384200.0
1945,Cnooc Limited,Uganda,1/1/18,Fees,2,848296.0
1946,Cnooc Limited,Uganda,1/1/19,Fees,3,5840000.0
1947,Cnooc Limited,United Kingdom,1/1/16,Fees,14,23988960.48
1948,Cnooc Limited,United Kingdom,1/1/16,Taxes,2,811887350.0
1949,Cnooc Limited,United Kingdom,1/1/17,Fees,14,19697934.0
1950,Cnooc Limited,United Kingdom,1/1/17,Taxes,2,1296678842.0
1951,Cnooc Limited,United Kingdom,1/1/18,Fees,13,27252500.0
1952,Cnooc Limited,United Kingdom,1/1/18,Taxes,2,1611691048.0
1953,Cnooc Limited,United Kingdom,1/1/19,Fees,14,108600000.0
1954,Cnooc Limited,United Kingdom,1/1/19,Taxes,2,4780640000.0
1955,Cnooc Limited,United States,1/1/16,Fees,67,4627337.72
1956,Cnooc Limited,United States,1/1/16,Royalties,12,11731372.94
1957,Cnooc Limited,United States,1/1/16,Taxes,6,64559399.080000006
1958,Cnooc Limited,United States,1/1/17,Fees,38,2866132.0
1959,Cnooc Limited,United States,1/1/17,Royalties,9,15475576.0
1960,Cnooc Limited,United States,1/1/17,Taxes,5,96929818.0
1961,Cnooc Limited,United States,1/1/18,Fees,19,1557852.0
1962,Cnooc Limited,United States,1/1/18,Royalties,12,49484594.0
1963,Cnooc Limited,United States,1/1/18,Taxes,6,142672288.0
1964,Cnooc Limited,United States,1/1/19,Fees,9,5500000.0
1965,Cnooc Limited,United States,1/1/19,Royalties,12,499350000.0
1966,Cnooc Limited,United States,1/1/19,Taxes,6,840110000.0
1967,Coastal Resources Limited,Canada,5/1/18,Fees,3,244000.0
1968,Coastal Resources Limited,Canada,5/1/18,Royalties,5,7980000.0
1969,Coastal Resources Limited,Canada,5/1/18,Taxes,5,2008000.0
1970,Coeur Mining  Inc.,Argentina,1/1/16,Taxes,2,970128.0
1971,Coeur Mining  Inc.,Bolivia,1/1/16,Fees,2,26948.0
1972,Coeur Mining  Inc.,Bolivia,1/1/16,Royalties,2,14929192.0
1973,Coeur Mining  Inc.,Bolivia,1/1/16,Taxes,3,19914572.0
1974,Coeur Mining  Inc.,Canada,1/1/16,Taxes,3,2371424.0
1975,Coeur Mining  Inc.,Mexico,1/1/16,Fees,8,6710052.0
1976,Coeur Mining  Inc.,Mexico,1/1/16,Taxes,4,12342184.0
1977,Coeur Mining  Inc.,United States,1/1/16,Fees,11,2048048.0
1978,Coeur Mining  Inc.,United States,1/1/16,Taxes,11,33765844.0
1979,Coeur Silvertip Holdings Ltd.,Canada,1/1/19,Fees,3,740000.0
1980,Coeur Silvertip Holdings Ltd.,Canada,1/1/19,Taxes,2,440000.0
1981,Colas Canada Inc.,Canada,1/1/16,Production Entitlements,1,283336.2
1982,Colas Canada Inc.,Canada,1/1/16,Royalties,5,1258639.2
1983,Colas Canada Inc.,Canada,1/1/17,Production Entitlements,2,1465282.0
1984,Colas Canada Inc.,Canada,1/1/17,Royalties,4,2255325.8
1985,Colas Canada Inc.,Denmark,1/1/16,Taxes,1,86851.8
1986,Colas Canada Inc.,Denmark,1/1/17,Taxes,1,965273.4
1987,Colas Canada Inc.,France,1/1/16,Taxes,38,34418941.2
1988,Colas Canada Inc.,France,1/1/17,Taxes,30,38651722.2
1989,Colas Canada Inc.,Hungary,1/1/16,Taxes,1,328897.8
1990,Colas Canada Inc.,Hungary,1/1/17,Taxes,1,348948.6
1991,Colas Canada Inc.,Morocco,1/1/16,Taxes,1,394392.6
1992,Colas Canada Inc.,Morocco,1/1/17,Taxes,1,37765.0
1993,Colas Canada Inc.,Switzerland,1/1/16,Dividends,1,5695.2
1994,Colas Canada Inc.,Switzerland,1/1/16,Royalties,1,297574.2
1995,Colas Canada Inc.,Switzerland,1/1/16,Taxes,1,294726.6
1996,Colas Canada Inc.,Switzerland,1/1/17,Dividends,1,6042.4
1997,Colas Canada Inc.,Switzerland,1/1/17,Royalties,1,406351.4
1998,Colas Canada Inc.,Switzerland,1/1/17,Taxes,1,456201.2
1999,Colas Canada Inc.,United States,1/1/16,Fees,7,623624.4
2000,Colas Canada Inc.,United States,1/1/16,Taxes,7,3495429.0
2001,Colas Canada Inc.,United States,1/1/17,Fees,7,487923.8
2002,Colas Canada Inc.,United States,1/1/17,Royalties,3,981890.0
2003,Colas Canada Inc.,United States,1/1/17,Taxes,7,4336932.6
2004,Colonial Coal International Corp.,Canada,8/1/15,Fees,4,360000.0
2005,Colonial Coal International Corp.,Canada,8/1/16,Fees,4,340000.0
2006,Colonial Coal International Corp.,Canada,8/1/18,Fees,3,439000.0
2007,Colonial Coal International Corp.,Canada,8/1/19,Fees,3,471320.0
2008,Compass Minerals Canada Corp,Canada,1/1/16,Fees,5,720000.0
2009,Compass Minerals Canada Corp,Canada,1/1/16,Production Entitlements,4,60000.0
2010,Compass Minerals Canada Corp,Canada,1/1/16,Royalties,6,16220000.0
2011,Compass Minerals Canada Corp,Canada,1/1/16,Taxes,14,21310000.0
2012,Compass Minerals Canada Corp,Canada,1/1/17,Fees,4,230000.0
2013,Compass Minerals Canada Corp,Canada,1/1/17,Production Entitlements,2,40000.0
2014,Compass Minerals Canada Corp,Canada,1/1/17,Royalties,6,6560000.0
2015,Compass Minerals Canada Corp,Canada,1/1/17,Taxes,14,20610000.0
2016,Compass Minerals Canada Corp,Canada,1/1/18,Fees,4,290000.0
2017,Compass Minerals Canada Corp,Canada,1/1/18,Production Entitlements,2,40000.0
2018,Compass Minerals Canada Corp,Canada,1/1/18,Royalties,6,5540000.0
2019,Compass Minerals Canada Corp,Canada,1/1/18,Taxes,13,43040000.0
2020,Compass Minerals Canada Corp,Canada,1/1/19,Fees,3,270000.0
2021,Compass Minerals Canada Corp,Canada,1/1/19,Production Entitlements,2,40000.0
2022,Compass Minerals Canada Corp,Canada,1/1/19,Royalties,6,5660000.0
2023,Compass Minerals Canada Corp,Canada,1/1/19,Taxes,14,58720000.0
2024,Condor Petroleum Inc.,Kazakhstan,1/1/16,Bonuses,3,540000.0
2025,Condor Petroleum Inc.,Kazakhstan,1/1/16,Infrastructure Improvement Payments,2,680000.0
2026,Condor Petroleum Inc.,Kazakhstan,1/1/16,Taxes,5,640000.0
2027,Condor Petroleum Inc.,Kazakhstan,1/1/17,Royalties,3,260000.0
2028,Condor Petroleum Inc.,Kazakhstan,1/1/17,Taxes,5,1480000.0
2029,Condor Petroleum Inc.,Kazakhstan,1/1/18,Royalties,3,200000.0
2030,Condor Petroleum Inc.,Kazakhstan,1/1/18,Taxes,3,1320000.0
2031,Condor Petroleum Inc.,Kazakhstan,1/1/19,Royalties,3,260000.0
2032,Condor Petroleum Inc.,Kazakhstan,1/1/19,Taxes,5,1360000.0
2033,Condor Petroleum Inc.,Turkey,1/1/17,Infrastructure Improvement Payments,2,5640000.0
2034,Condor Petroleum Inc.,Turkey,1/1/17,Taxes,1,300000.0
2035,Condor Petroleum Inc.,Turkey,1/1/18,Royalties,3,2480000.0
2036,Condor Petroleum Inc.,Turkey,1/1/19,Royalties,3,1280000.0
2037,Connacher Oil And Gas Limited,Canada,1/1/16,Fees,5,3440000.0
2038,Connacher Oil And Gas Limited,Canada,1/1/16,Royalties,2,1340000.0
2039,Connacher Oil And Gas Limited,Canada,1/1/17,Fees,5,3340000.0
2040,Connacher Oil And Gas Limited,Canada,1/1/17,Royalties,2,5280000.0
2041,Connacher Oil And Gas Limited,Canada,1/1/18,Fees,6,2900000.0
2042,Connacher Oil And Gas Limited,Canada,1/1/18,Royalties,2,8460000.0
2043,Connacher Oil And Gas Limited,Canada,1/1/18,Taxes,2,16000000.0
2044,Connacher Oil And Gas Limited,Canada,1/1/19,Fees,4,2300000.0
2045,Connacher Oil And Gas Limited,Canada,1/1/19,Royalties,2,8300000.0
2046,Connacher Oil And Gas Limited,Canada,1/1/19,Taxes,2,8060000.0
2047,Conocophillips Canada Resources Corp.,Canada,1/1/16,Fees,12,29100000.0
2048,Conocophillips Canada Resources Corp.,Canada,1/1/16,Royalties,9,69300000.0
2049,Conocophillips Canada Resources Corp.,Canada,1/1/16,Taxes,25,389480000.0
2050,Conocophillips Canada Resources Corp.,Canada,1/1/17,Fees,12,37060000.0
2051,Conocophillips Canada Resources Corp.,Canada,1/1/17,Royalties,5,109940000.0
2052,Conocophillips Canada Resources Corp.,Canada,1/1/17,Taxes,8,123480000.0
2053,Conocophillips Canada Resources Corp.,Canada,1/1/18,Fees,10,14410000.0
2054,Conocophillips Canada Resources Corp.,Canada,1/1/18,Infrastructure Improvement Payments,2,760000.0
2055,Conocophillips Canada Resources Corp.,Canada,1/1/18,Royalties,5,143050000.0
2056,Conocophillips Canada Resources Corp.,Canada,1/1/18,Taxes,7,124320000.0
2057,Conocophillips Canada Resources Corp.,Canada,1/1/19,Fees,10,10770000.0
2058,Conocophillips Canada Resources Corp.,Canada,1/1/19,Infrastructure Improvement Payments,3,1640000.0
2059,Conocophillips Canada Resources Corp.,Canada,1/1/19,Royalties,5,124960000.0
2060,Conocophillips Canada Resources Corp.,Canada,1/1/19,Taxes,7,139730000.0
2061,Contact Gold Corp.,United States,1/1/17,Fees,17,1466302.0
2062,Contact Gold Corp.,United States,1/1/18,Fees,17,1415946.35
2063,Contact Gold Corp.,United States,1/1/19,Fees,14,844853.7
2064,Continental Gold Inc.,Colombia,1/1/16,Fees,3,512012.0
2065,Continental Gold Inc.,Colombia,1/1/16,Infrastructure Improvement Payments,1,202110.0
2066,Continental Gold Inc.,Colombia,1/1/16,Royalties,2,862336.0
2067,Continental Gold Inc.,Colombia,1/1/16,Taxes,2,3125968.0
2068,Continental Gold Inc.,Colombia,1/1/17,Fees,4,740202.0
2069,Continental Gold Inc.,Colombia,1/1/17,Infrastructure Improvement Payments,2,753188.0
2070,Continental Gold Inc.,Colombia,1/1/17,Royalties,2,519440.0
2071,Continental Gold Inc.,Colombia,1/1/17,Taxes,2,7350076.0
2072,Continental Gold Inc.,Colombia,1/1/18,Fees,2,162290.15999999997
2073,Continental Gold Inc.,Colombia,1/1/18,Infrastructure Improvement Payments,4,2120378.72
2074,Continental Gold Inc.,Colombia,1/1/18,Royalties,2,1492657.12
2075,Continental Gold Inc.,Colombia,1/1/18,Taxes,4,21861836.8
2076,Continental Gold Inc.,Colombia,1/1/19,Fees,2,522756.58
2077,Continental Gold Inc.,Colombia,1/1/19,Infrastructure Improvement Payments,3,3542027.46
2078,Continental Gold Inc.,Colombia,1/1/19,Royalties,3,238587.34000000003
2079,Continental Gold Inc.,Colombia,1/1/19,Taxes,4,37603463.7
2080,Conuma Resources Limited,Canada,1/1/16,Fees,3,9644.0
2081,Conuma Resources Limited,Canada,1/1/16,Production Entitlements,4,680686.0
2082,Conuma Resources Limited,Canada,1/1/16,Taxes,3,1618608.0
2083,Conuma Resources Limited,Canada,1/1/17,Fees,7,2000000.0
2084,Conuma Resources Limited,Canada,1/1/17,Royalties,3,140000.0
2085,Conuma Resources Limited,Canada,1/1/17,Taxes,6,39860000.0
2086,Conuma Resources Limited,Canada,1/1/18,Fees,7,2174213.4
2087,Conuma Resources Limited,Canada,1/1/18,Royalties,6,3192605.6
2088,Conuma Resources Limited,Canada,1/1/18,Taxes,10,114117666.91
2089,Conuma Resources Limited,Canada,1/1/19,Fees,4,1695904.05
2090,Conuma Resources Limited,Canada,1/1/19,Royalties,7,3627484.0
2091,Conuma Resources Limited,Canada,1/1/19,Taxes,8,62902924.0
2092,Copper Mountain Mining Corporation,Australia,1/1/18,Fees,2,2310000.0
2093,Copper Mountain Mining Corporation,Australia,1/1/18,Taxes,2,338000.0
2094,Copper Mountain Mining Corporation,Australia,1/1/19,Fees,3,2560000.0
2095,Copper Mountain Mining Corporation,Canada,1/1/16,Fees,2,574000.0
2096,Copper Mountain Mining Corporation,Canada,1/1/16,Taxes,2,1310000.0
2097,Copper Mountain Mining Corporation,Canada,1/1/17,Fees,2,589308.0
2098,Copper Mountain Mining Corporation,Canada,1/1/17,Taxes,3,4946000.0
2099,Copper Mountain Mining Corporation,Canada,1/1/18,Fees,2,408000.0
2100,Copper Mountain Mining Corporation,Canada,1/1/18,Taxes,3,4982000.0
2101,Copper Mountain Mining Corporation,Canada,1/1/19,Fees,4,1220000.0
2102,Copper Mountain Mining Corporation,Canada,1/1/19,Taxes,3,1880000.0
2103,Cor4 Oil Corp.,Canada,1/1/16,Fees,7,5340000.0
2104,Cor4 Oil Corp.,Canada,1/1/16,Royalties,4,2580000.0
2105,Cor4 Oil Corp.,Canada,1/1/16,Taxes,5,5880000.0
2106,Cor4 Oil Corp.,Canada,1/1/17,Bonuses,2,140000.0
2107,Cor4 Oil Corp.,Canada,1/1/17,Fees,7,5340000.0
2108,Cor4 Oil Corp.,Canada,1/1/17,Royalties,4,4440000.0
2109,Cor4 Oil Corp.,Canada,1/1/17,Taxes,5,5180000.0
2110,Cor4 Oil Corp.,Canada,1/1/18,Bonuses,3,412000.0
2111,Cor4 Oil Corp.,Canada,1/1/18,Fees,8,4642000.0
2112,Cor4 Oil Corp.,Canada,1/1/18,Royalties,3,5840000.0
2113,Cor4 Oil Corp.,Canada,1/1/18,Taxes,5,4924000.0
2114,Cor4 Oil Corp.,Canada,1/1/19,Bonuses,2,108000.0
2115,Cor4 Oil Corp.,Canada,1/1/19,Fees,8,4538000.0
2116,Cor4 Oil Corp.,Canada,1/1/19,Royalties,3,6226000.0
2117,Cor4 Oil Corp.,Canada,1/1/19,Taxes,5,4866000.0
2118,Coral Gold Resources Ltd.,United States,2/1/16,Fees,3,280000.0
2119,Coral Gold Resources Ltd.,United States,2/1/19,Fees,2,740000.0
2120,Coral Gold Resources Ltd.,United States,2/1/19,Taxes,2,5000000.0
2121,Cordoba Minerals Corp.,Colombia,1/1/17,Fees,2,260000.0
2122,Cordoba Minerals Corp.,Colombia,1/1/18,Fees,3,228776.31
2123,Cordoba Minerals Corp.,Colombia,1/1/19,Fees,2,308000.0
2124,Cordoba Minerals Corp.,Colombia,1/1/19,Taxes,2,72000.0
2125,Corex Resources Ltd,Canada,1/1/16,Royalties,1,875690.0
2126,Corex Resources Ltd,Canada,1/1/16,Taxes,2,2543250.42
2127,Corex Resources Ltd,Canada,1/1/17,Fees,2,2714019.85
2128,Corex Resources Ltd,Canada,1/1/17,Royalties,1,1785281.86
2129,Corex Resources Ltd,Canada,1/1/17,Taxes,4,2548148.48
2130,Corex Resources Ltd,Canada,1/1/18,Fees,2,3236690.82
2131,Corex Resources Ltd,Canada,1/1/18,Royalties,1,3262060.09
2132,Corex Resources Ltd,Canada,1/1/18,Taxes,5,2755569.96
2133,Corex Resources Ltd,Canada,1/1/19,Fees,4,475392.38
2134,Corex Resources Ltd,Canada,1/1/19,Royalties,4,8492141.48
2135,Corex Resources Ltd,Canada,1/1/19,Taxes,6,5494002.16
2136,Cornerstone Capital Resources Inc.,Ecuador,1/1/16,Fees,4,115405.29000000001
2137,Cornerstone Capital Resources Inc.,Ecuador,1/1/17,Fees,5,335882.64
2138,Cornerstone Capital Resources Inc.,Ecuador,1/1/18,Fees,5,345735.08
2139,Cornerstone Capital Resources Inc.,Ecuador,1/1/19,Fees,6,483942.96
2140,Cornwall Gravel Company Limited,Canada,1/1/16,Taxes,2,824740.0
2141,Cornwall Gravel Company Limited,Canada,1/1/17,Taxes,2,733132.0
2142,Cornwall Gravel Company Limited,Canada,1/1/18,Taxes,2,1110468.0
2143,Cornwall Gravel Company Limited,Canada,1/1/19,Taxes,2,1180000.0
2144,Corporation Aurifère Monarques,Canada,7/1/19,Fees,6,173869.0
2145,Corporation Aurifère Monarques,Canada,7/1/19,Royalties,3,1988.0
2146,Corporation Aurifère Monarques,Canada,7/1/19,Taxes,14,279050.24
2147,Corvus Gold Inc.,United States,6/1/16,Fees,3,380000.0
2148,Corvus Gold Inc.,United States,6/1/17,Fees,3,440000.0
2149,Corvus Gold Inc.,United States,6/1/18,Fees,3,800000.0
2150,Corvus Gold Inc.,United States,6/1/19,Fees,3,740000.0
2151,Crescent Point Energy Corp.,Canada,1/1/16,Bonuses,7,43640000.0
2152,Crescent Point Energy Corp.,Canada,1/1/16,Fees,16,31700000.0
2153,Crescent Point Energy Corp.,Canada,1/1/16,Royalties,8,252600000.0
2154,Crescent Point Energy Corp.,Canada,1/1/16,Taxes,64,165120000.0
2155,Crescent Point Energy Corp.,Canada,1/1/17,Bonuses,7,257040000.0
2156,Crescent Point Energy Corp.,Canada,1/1/17,Fees,23,41390000.0
2157,Crescent Point Energy Corp.,Canada,1/1/17,Royalties,9,327480000.0
2158,Crescent Point Energy Corp.,Canada,1/1/17,Taxes,64,177820000.0
2159,Crescent Point Energy Corp.,Canada,1/1/18,Bonuses,8,22520000.0
2160,Crescent Point Energy Corp.,Canada,1/1/18,Fees,22,46840000.0
2161,Crescent Point Energy Corp.,Canada,1/1/18,Royalties,11,451310000.0
2162,Crescent Point Energy Corp.,Canada,1/1/18,Taxes,71,212340670.0
2163,Crescent Point Energy Corp.,Canada,1/1/19,Bonuses,5,3190000.0
2164,Crescent Point Energy Corp.,Canada,1/1/19,Fees,22,36300000.0
2165,Crescent Point Energy Corp.,Canada,1/1/19,Production Entitlements,1,540000.0
2166,Crescent Point Energy Corp.,Canada,1/1/19,Royalties,9,279410000.0
2167,Crescent Point Energy Corp.,Canada,1/1/19,Taxes,57,188490000.0
2168,Crescent Point Energy Corp.,Luxembourg,1/1/16,Taxes,2,640000.0
2169,Crescent Point Energy Corp.,Luxembourg,1/1/17,Taxes,2,540000.0
2170,Crescent Point Energy Corp.,Luxembourg,1/1/18,Taxes,2,480000.0
2171,Crescent Point Energy Corp.,Luxembourg,1/1/19,Taxes,2,1060000.0
2172,Crescent Point Energy Corp.,United States,1/1/16,Bonuses,4,6700000.0
2173,Crescent Point Energy Corp.,United States,1/1/16,Fees,5,3240000.0
2174,Crescent Point Energy Corp.,United States,1/1/16,Royalties,5,21340000.0
2175,Crescent Point Energy Corp.,United States,1/1/16,Taxes,5,21120000.0
2176,Crescent Point Energy Corp.,United States,1/1/17,Bonuses,6,8640000.0
2177,Crescent Point Energy Corp.,United States,1/1/17,Fees,6,6570000.0
2178,Crescent Point Energy Corp.,United States,1/1/17,Royalties,5,45700000.0
2179,Crescent Point Energy Corp.,United States,1/1/17,Taxes,6,52260000.0
2180,Crescent Point Energy Corp.,United States,1/1/18,Bonuses,4,6440000.0
2181,Crescent Point Energy Corp.,United States,1/1/18,Fees,6,6360000.0
2182,Crescent Point Energy Corp.,United States,1/1/18,Royalties,5,113680000.0
2183,Crescent Point Energy Corp.,United States,1/1/18,Taxes,6,125140000.0
2184,Crescent Point Energy Corp.,United States,1/1/19,Bonuses,3,12470000.0
2185,Crescent Point Energy Corp.,United States,1/1/19,Fees,3,3480000.0
2186,Crescent Point Energy Corp.,United States,1/1/19,Royalties,4,130590000.0
2187,Crescent Point Energy Corp.,United States,1/1/19,Taxes,5,118150000.0
2188,Crew Energy Inc.,Canada,1/1/16,Fees,5,7849462.0
2189,Crew Energy Inc.,Canada,1/1/16,Royalties,6,15079410.0
2190,Crew Energy Inc.,Canada,1/1/16,Taxes,9,5501327.0
2191,Crew Energy Inc.,Canada,1/1/17,Fees,6,8727920.0
2192,Crew Energy Inc.,Canada,1/1/17,Royalties,5,21776232.0
2193,Crew Energy Inc.,Canada,1/1/17,Taxes,8,5275750.0
2194,Crew Energy Inc.,Canada,1/1/18,Fees,6,14633727.0
2195,Crew Energy Inc.,Canada,1/1/18,Royalties,5,15828717.6
2196,Crew Energy Inc.,Canada,1/1/18,Taxes,8,4790519.96
2197,Crew Energy Inc.,Canada,1/1/19,Fees,4,6400428.800000001
2198,Crew Energy Inc.,Canada,1/1/19,Royalties,5,18792997.54
2199,Crew Energy Inc.,Canada,1/1/19,Taxes,8,4933601.92
2200,Crh Canada Group Inc.,Canada,1/1/16,Fees,4,6220000.0
2201,Crh Canada Group Inc.,Canada,1/1/16,Taxes,12,8883000.0
2202,Crh Canada Group Inc.,Canada,1/1/17,Fees,4,5290000.0
2203,Crh Canada Group Inc.,Canada,1/1/17,Taxes,13,13380000.0
2204,Crh Canada Group Inc.,Canada,1/1/18,Fees,3,3450000.0
2205,Crh Canada Group Inc.,Canada,1/1/18,Taxes,12,10980000.0
2206,Crh Canada Group Inc.,Canada,1/1/19,Fees,4,8950000.0
2207,Crh Canada Group Inc.,Canada,1/1/19,Taxes,14,12420000.0
2208,Critical Elements Lithium Corporation,Canada,9/1/18,Bonuses,2,200000.0
2209,Crown Point Energy Inc.,Argentina,1/1/16,Production Entitlements,2,640000.0
2210,Crown Point Energy Inc.,Argentina,1/1/16,Royalties,3,5140000.0
2211,Crown Point Energy Inc.,Argentina,1/1/16,Taxes,1,780000.0
